Freq[Hz]     dBSPL  Phase[Deg]
32510.0     79.738  -138.259
32982.8     79.394  -139.926
33462.6     79.026  -141.326
33949.3     78.640  -142.438
34443.1     78.250  -143.233
34944.1     77.881  -143.753
35452.4     77.540  -144.087
35968.0     77.219  -144.258
36491.2     76.938  -144.286
37022.0     76.701  -144.251
37560.5     76.516  -144.253
38106.8     76.399  -144.326
38661.1     76.338  -144.607
39223.4     76.314  -144.922
39793.9     76.317  -145.278
